Company Name,Report Year,Annual Carbon Emissions,Annual Water Consumption,Renewable Energy Usage,Sustainable Materials Usage Ratio,Waste Recycling Rate
STMicroelectronics,1999,660000.0 tonnes CO₂,N/A,5.0 MWh,N/A,80.0 percent
STMicroelectronics,2000,N/A,1500.0 cubic meters,N/A,N/A,N/A
N/A,2001,N/A,11.3 cubic meters,N/A,N/A,75.0 percent
ST,N/A,N/A,N/A,N/A,N/A,N/A
STMicroelectronics (ST),2003,N/A,19800000.0 cubic meters,N/A,N/A,95.1 percent
ST’s Environmental Decalogue,2004,522877.0 tonnes CO₂,N/A,N/A,N/A,N/A
STMicroelectronics,2005,1853000.0 tonnes CO₂,21834000.0 cubic meters,N/A,N/A,78.0 percent
ST,2006,563363.0 tonnes CO₂,22215.0 cubic meters,N/A,N/A,80.0 percent
ST,N/A,1542.0 tonnes CO₂,N/A,3.0 MWh,N/A,100.0 percent
ST,2008,8.1 tonnes CO₂,N/A,3.0 MWh,N/A,89.0 percent
ST,2009,3.0 tonnes CO₂,N/A,3.0 MWh,N/A,87.0 percent
STMicroelectronics,2010,1518.0 tonnes CO₂,17393.0 cubic meters,6.9 MWh,N/A,N/A
STMicroelectronics,2011,48.0 tonnes CO₂,N/A,3.3 GWh,N/A,92.0 percent
STMicroelectronics,2012,561.0 tonnes CO₂,16151000.0 cubic meters,7.4 MWh,N/A,6.0 percent
STMicroelectronics,2013,402875.0 tonnes CO₂,17484000.0 cubic meters,17.6 MWh,N/A,91.4 percent
ST,2014,1525.0 tonnes CO₂,17386.0 cubic meters,19.74 MWh,N/A,92.05 percent
ST,2015,397832.0 tonnes CO₂,N/A,22.5 MWh,N/A,86.6 percent
ST,2017,382909.0 tonnes CO₂,29219000.0 cubic meters,N/A,N/A,43.8 percent
ST,2018,1493.0 tonnes CO₂,17064000.0 cubic meters,25.8 MWh,N/A,N/A
ST,2020,1402.0 tonnes CO₂,18843000.0 cubic meters,26.4 MWh,N/A,94.0 percent
ST,2021,1137.0 tonnes CO₂,20223.0 cubic meters,39.6 MWh,N/A,95.3 percent
ST,2022,1044.0 tonnes CO₂,21445000.0 cubic meters,51.0 MWh,N/A,90.0 percent
STMicroelectronics,2023,972.0 tonnes CO₂,22000000.0 cubic meters,62.0 MWh,N/A,94.7 percent
SVB,2022,16235.0 tonnes CO₂,N/A,263.0 MWh,N/A,N/A
Safran SA,2023,N/A,N/A,N/A,N/A,N/A
Intuit,2020,37524.0 tonnes CO₂,N/A,100.0 MWh,N/A,77.0 percent
The Sage Group plc,2021,120661.0 tonnes CO,19.0 cubic meters,35.0 MWh,N/A,N/A
Sage,2022,N/A,N/A,N/A,N/A,N/A
Sage,2023,193951.4 tonnes CO₂,N/A,N/A,N/A,N/A
J Sainsbury plc,N/A,818161.0 tonnes CO,2776288.0 cubic meters,N/A,N/A,N/A
Sanofi,2019,929929.0 tonnes CO₂,34600000.0 cubic meters,186926.0 MWh,N/A,75.0 percent
SANOFI,2020,771194.0 tonnes CO₂,N/A,N/A,N/A,N/A
Sanofi,N/A,660481.0 tonnes CO₂,31400000.0 cubic meters,953545.0 MWh,N/A,N/A
Sanofi,N/A,N/A,N/A,905007.0 MWh,N/A,N/A
Ansell,2018,353.0 tonnes CO,10.6 cubic meters,12.5 MWh,N/A,N/A
Infosys,N/A,462000.0 tonnes CO₂,2776602.0 cubic meters,44.3 MWh,N/A,100.0 percent
NRG,2020,29900000.0 tonnes CO₂,3672533000.0 cubic meters,N/A,N/A,N/A
Schlumberger,2021,1369000.0 tonnes CO₂,N/A,205000.0 MWh,N/A,N/A
SLB,N/A,36644000.0 tonnes CO₂,3604000.0 cubic meters,260000.0 MWh,N/A,N/A
Glencore,2015,37000000.0 tonnes CO₂,290000000.0 cubic meters,18.0 MWh,N/A,N/A
Schneider Electric,N/A,N/A,N/A,N/A,N/A,N/A
Schneider Electric,2010,357513.0 tonnes CO₂,2493351.0 cubic meters,N/A,N/A,79.0 percent
Schneider Electric,N/A,161933.0 tonnes CO₂,N/A,N/A,N/A,N/A
Schneider Electric,N/A,4.1 tonnes CO₂,N/A,N/A,N/A,N/A
Schneider Electric,N/A,47.0 tonnes CO₂,N/A,N/A,N/A,N/A
Schneider Electric,N/A,7.5 tonnes CO₂,N/A,N/A,N/A,99.0 percent
Schneider Electric,N/A,89.0 tonnes CO₂,N/A,50.0 MWh,55.2 percent,95.0 percent
Schneider Electric,N/A,410000.0 tonnes CO₂,N/A,80.0 MWh,N/A,30.0 percent
Schneider Electric,2021,554619.0 tonnes CO,105.0 cubic meters,82.0 MWh,11.0 percent,96.0 percent
Schneider Electric,2022,60952497.0 tonnes CO,N/A,85.0 MWh,18.0 percent,96.3 percent
Deutsche Post DHL Group,2014,28600000.0 tonnes CO₂,N/A,61.3 MWh,N/A,N/A
Schroders Capital UK Real Estate Fund,2023,4012.0 tonnes CO,N/A,N/A,N/A,N/A
N/A,2019,N/A,N/A,N/A,N/A,N/A
Barclays PLC,2016,19003.0 tonnes CO₂,N/A,N/A,N/A,N/A
Barclays PLC,2018,292151.0 tonnes CO₂,N/A,N/A,N/A,N/A
Barclays PLC,2019,68137.0 tonnes CO,1225000.0 cubic meters,60.0 MWh,N/A,N/A
RBC,2023,119802.0 tonnes CO₂,N/A,100.0 MWh,N/A,N/A
Scottish Widows,2022,2.8 tonnes CO₂,N/A,N/A,N/A,N/A
Seagate,2023,N/A,N/A,50.0 MWh,N/A,N/A
Chevron,2017,N/A,N/A,N/A,N/A,N/A
SEE,2021,431961.0 tonnes CO₂,N/A,12.0 MWh,N/A,N/A
Sealed Air,2023,N/A,1513919.0 cubic meters,N/A,N/A,N/A
seGro,2012,130.0 tonnes CO₂,103092.0 cubic meters,8557.0 MWh,N/A,79.0 percent
SEGRO plc,N/A,254168.0 tonnes CO,N/A,51.0 MWh,N/A,N/A
SEGRO plc,2024,737123.0 tonnes CO,N/A,1140775.0 MWh,N/A,N/A
SEGRO plc,2022,669067.0 tonnes CO,N/A,754418.0 MWh,N/A,N/A
Sempra,2019,N/A,N/A,N/A,N/A,N/A
Sempra Energy,2020,73000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Sempra,2023,67.8 tonnes CO₂,1233000000.0 cubic meters,50.0 MWh,N/A,N/A
Sempra,2022,7200000.0 tonnes CO₂,104855857.0 cubic meters,59.0 MWh,N/A,52.0 percent
Severn Trent Plc,2020,156014.0 tonnes CO,36000000.0 cubic meters,51.0 MWh,N/A,99.0 percent
Severn Trent Plc,2021,102113.0 tonnes CO₂,25000000.0 cubic meters,53.0 MWh,N/A,87.0 percent
Severn Trent PLC,2024,N/A,126.0 cubic meters,N/A,N/A,N/A
Government Pension Fund Global,2017,101000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Shell,2005,105000000.0 tonnes CO₂,638000000.0 cubic meters,N/A,N/A,N/A
Shell,2006,N/A,N/A,N/A,N/A,N/A
Shell,2008,N/A,224000000.0 cubic meters,550.0 MWh,N/A,N/A
Shell,2009,64000000.0 tonnes CO₂,198000000.0 cubic meters,N/A,N/A,N/A
Shell,2010,75000000.0 tonnes CO₂,202000000.0 cubic meters,N/A,N/A,N/A
Shell,2011,74000000.0 tonnes CO₂,209000000.0 cubic meters,N/A,N/A,N/A
Shell,2012,72000000.0 tonnes CO₂,203000000.0 cubic meters,N/A,N/A,N/A
Shell,2013,73000000.0 tonnes CO₂,198000000.0 cubic meters,N/A,N/A,N/A
Shell,2014,76000000.0 tonnes CO₂,199000000.0 cubic meters,N/A,N/A,N/A
Shell,2015,72000000.0 tonnes CO₂,186000000.0 cubic meters,N/A,N/A,N/A
Shell,2016,70000000.0 tonnes CO₂,152000000.0 cubic meters,9500000000.0 MWh,30.0 percent,650000.0 tonnes CO₂
Shell,2017,73000000.0 tonnes CO₂,150000000.0 cubic meters,N/A,N/A,N/A
Shell,2018,71000000.0 tonnes CO₂,147000000.0 cubic meters,N/A,N/A,N/A
Shell,2019,70000000.0 tonnes CO₂,192000000.0 cubic meters,N/A,N/A,N/A
Shell,2020,63000000.0 tonnes CO₂,171000000.0 cubic meters,1800000.0 MWh,N/A,N/A
Shell,2021,68000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Shell,2022,58000000.0 tonnes CO₂,N/A,243.0 MWh,N/A,N/A
SHERWIN-WILLIAMS,2020,627265.0 tonnes CO₂,1474380.0 cubic meters,N/A,N/A,43.08 percent
Sherwin-Williams,2023,700323.0 tonnes CO₂,N/A,N/A,N/A,N/A
Sherwin-Williams,2021,354397.0 tonnes CO₂,1686920.0 cubic meters,N/A,N/A,39.6 percent
Sherwin-Williams,2022,430114.0 tonnes CO₂,3950158.0 cubic meters,N/A,N/A,38.7 percent
Sherwin-Williams,2023,700323.0 tonnes CO₂,N/A,N/A,N/A,N/A
Siemens,2019,1300000.0 tonnes CO₂,50.0 cubic meters,100.0 MWh,N/A,N/A
Siemens,2023,N/A,510000.0 cubic meters,N/A,N/A,93.0 percent
"SIMON PROPERTY GROUP, INC.",2014,42.0 tonnes CO₂,N/A,N/A,N/A,N/A
"SIMON PROPERTY GROUP, INC.",2015,N/A,12238130.0 cubic meters,N/A,N/A,N/A
"Simon Property Group, Inc.",2016,N/A,13785864.0 cubic meters,N/A,N/A,N/A
"Simon Property Group, Inc.",2017,N/A,12357840.0 cubic meters,N/A,N/A,N/A
"Simon Property Group, Inc.",2018,N/A,13169096.0 cubic meters,N/A,N/A,N/A
"Simon Property Group, Inc.",2019,260000.0 tonnes CO₂,12612918.0 cubic meters,373777.0 MWh,N/A,N/A
Simon,2020,266578.0 tonnes CO₂,12342937.0 cubic meters,N/A,N/A,N/A
Simon,2021,119230.0 tonnes CO₂,N/A,N/A,N/A,N/A
Simon,2022,126469.0 tonnes CO₂,2860076.0 cubic meters,3544.0 MWh,N/A,N/A
ASEH,2019,1794103.0 tonnes CO,24177.0 cubic meters,512067.0 MWh,N/A,79.0 percent
Factory,2020,128189.0 tonnes CO₂,N/A,N/A,N/A,66.0 percent
Skyworks,2021,126000.0 tonnes CO₂,1933047.97 cubic meters,N/A,N/A,N/A
Skyworks,2022,157554.0 tonnes CO₂,1976053.05 cubic meters,7.0 MWh,N/A,46.0 percent
Skyworks,2023,121468.0 tonnes CO₂,1787350.39 cubic meters,96683.0 MWh,N/A,39.0 percent
Cummins,N/A,N/A,3974680.5 cubic meters,N/A,20.0 percent,90.0 percent
Cummins,N/A,788000.0 tonnes CO₂,3.68 cubic meters,N/A,N/A,90.0 percent
Smiths Group plc,2015,97000.0 tonnes CO₂,403000.0 cubic meters,N/A,N/A,N/A
Smiths Group plc,2016,79000.0 tonnes CO₂,428000.0 cubic meters,N/A,N/A,N/A
Smiths,N/A,66412.0 tonnes CO₂,N/A,48.0 MWh,N/A,71.0 percent
Disney,2020,1516834.0 tonnes CO₂,25967912.6 cubic meters,100.0 MWh,N/A,60.0 percent
SMURFIT KAPPA GROUP,2009,243000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Smurfit Kappa Group,2010,2878.0 tonnes CO₂,127.0 cubic meters,32524.0 MWh,N/A,54.8 percent
Smurfit Kappa,2011,2852.0 tonnes CO₂,122.0 cubic meters,N/A,N/A,329149.0 tonnes CO₂
SMURFIT KAPPA,2012,2773.0 tonnes CO₂,126.0 cubic meters,31936.0 MWh,N/A,322712.0 tonnes CO₂
Smurfit Kappa,2013,1728.0 tonnes CO₂,91.0 cubic meters,N/A,N/A,55.4 percent
Smurfit Kappa,2014,2647.0 tonnes CO₂,121.0 cubic meters,N/A,N/A,43.7 percent
Smurfit Kappa,2015,2607.0 tonnes CO₂,120.0 cubic meters,35232.0 MWh,N/A,358199.0 tonnes CO₂
Smurfit Kappa,2016,2683.0 tonnes CO₂,121.0 cubic meters,36013.0 MWh,N/A,338950.0 tonnes CO₂
Smurfit Kappa,2017,2670.0 tonnes CO₂,119.0 cubic meters,37157.0 MWh,N/A,38.2 percent
Smurfit Kappa,2018,2489.0 tonnes CO₂,115.3 cubic meters,36580.0 MWh,N/A,37.8 percent
Smurfit Kappa,2019,1667.0 tonnes CO₂,137.1 cubic meters,51.4 MWh,N/A,56.8 percent
Smurfit Kappa,2020,2545.0 tonnes CO₂,144.3 cubic meters,36965.0 MWh,N/A,46.0 percent
Smurfit Kappa,2021,2500.0 tonnes CO₂,140.1 cubic meters,37363.0 MWh,N/A,51.9 percent
Smurfit Kappa,2022,2541.0 tonnes CO₂,141.1 cubic meters,37506.0 MWh,N/A,68.6 percent
"Wal-Mart Stores, Inc.",2016,N/A,1800000.0 cubic meters,N/A,N/A,N/A
Planet in Balance,2017,2700000.0 MWh,3.0 cubic meters,N/A,N/A,N/A
Snap One,2023,37310.0 tonnes CO,N/A,N/A,N/A,N/A
Societe Generale Group,2013,319961.0 tonnes CO₂,1640000.0 cubic meters,29.0 MWh,39.0 percent,27.0 percent
SOCIETE GENERALE GROUP,2016,326377.0 tonnes CO₂,2000000.0 cubic meters,26.0 MWh,48.0 percent,16071.0 tonnes CO₂
Societe Generale,2021,222000.0 tonnes CO,N/A,27.0 GWh,N/A,N/A
Southern Company,N/A,75100000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Southern Company,2022,69.0 tonnes CO₂,N/A,20000.0 MWh,N/A,N/A
Southwest Airlines,2015,18779872.0 tonnes CO₂,0.3 cubic meters,20500000.0 MWh,N/A,37.25 percent
Southwest Airlines,2016,19717886.0 tonnes CO₂,0.31 cubic meters,N/A,N/A,N/A
Southwest Airlines,2019,20532323.0 tonnes CO₂,0.36 cubic meters,N/A,N/A,N/A
Southwest Airlines,2020,12591984.0 tonnes CO₂,0.31 cubic meters,N/A,N/A,25.0 percent
Southwest Airlines,2022,N/A,N/A,59670.0 MWh,N/A,N/A
Southwest Airlines Co.,2023,12900000.0 tonnes CO₂,N/A,58000.0 MWh,N/A,4207288.0 percent
Spirax-Sarco Engineering plc,2019,43375.0 tonnes CO,212027.0 cubic meters,N/A,N/A,79.0 percent
CapShift,2023,N/A,N/A,N/A,N/A,N/A
Stanley Black and Decker,2018,N/A,N/A,158000.0 MWh,N/A,34.0 percent
Stanley Black & Decker,2023,291000.0 tonnes CO₂,1915267.35 cubic meters,N/A,N/A,37.0 percent
Starbucks,N/A,N/A,17.88 cubic meters,1392000000.0 MWh,N/A,N/A
Starbucks,N/A,N/A,18.73 cubic meters,59.3 MWh,N/A,47.0 percent
Starbucks,2013,80.0 tonnes CO₂,19.22 cubic meters,54.9 MWh,N/A,N/A
Starbucks Corporation,2020,N/A,N/A,N/A,N/A,92.0 percent
State Street Corporation,2023,84671.0 tonnes CO,291.23 cubic meters,N/A,N/A,69.3 percent
FCA,2014,32000.0 tonnes CO₂,3.16 cubic meters,20.4 MWh,N/A,97.4 percent
FCA (Fiat Chrysler Automobiles),2015,0.47 tonnes CO₂,3.09 cubic meters,100.0 MWh,N/A,96.7 percent
FCA (Fiat Chrysler Automobiles),2016,3899000.0 tonnes CO₂,3.19 cubic meters,26.1 MWh,43.0 percent,98.9 percent
FCA,N/A,0.41 tonnes CO₂,3.12 cubic meters,100.0 MWh,N/A,96.0 percent
FCA,2018,3599405.0 tonnes CO₂,21651.0 cubic meters,15.0 MWh,N/A,96.0 percent
Groupe PSA,2019,867401.0 tonnes CO₂,11660617.0 cubic meters,629074.0 MWh,N/A,100.0 percent
Groupe PSA,2021,869580.0 tonnes CO₂,3.91 cubic meters,29.0 MWh,30.0 percent,85.0 percent
Stellantis,2021,3874101.0 tonnes CO₂,27540000.0 cubic meters,1169776.0 MWh,N/A,68.0 percent
Stellantis,N/A,450600000.0 tonnes CO₂,7962000.0 cubic meters,1698486.0 MWh,N/A,81.0 percent
Stryker,N/A,33000.0 tonnes CO₂,N/A,19.0 MWh,N/A,N/A
Stryker,2022,139096.0 tonnes CO₂,N/A,284.9 MWh,N/A,25000000.0 percent
"SunTrust Banks, Inc.",2018,5335.37 tonnes CO₂,446937.0 cubic meters,N/A,N/A,N/A
Synchrony,2019,5640.0 tonnes CO₂,N/A,N/A,N/A,N/A
Synchrony,2020,17385.0 tonnes CO₂,0.04 cubic meters,N/A,N/A,N/A
N/A,2021,8586.0 tonnes CO₂,55886.95 cubic meters,N/A,N/A,N/A
Synchrony,2022,N/A,N/A,N/A,N/A,N/A
Synopsys,2020,93731.0 tonnes CO₂,N/A,9.0 MWh,N/A,N/A
Synopsys,2023,3697.0 tonnes CO₂,N/A,54.0 MWh,N/A,N/A
Sysco,2022,76000000.0 tonnes CO₂,N/A,N/A,N/A,N/A
T. Rowe Price Associates,2023,42.9 tonnes CO,N/A,N/A,N/A,N/A
TE,2018,N/A,5000.0 cubic meters,N/A,N/A,N/A
TE,2019,N/A,N/A,N/A,N/A,80.0 percent
TE Connectivity Ltd.,2020,558285.0 tonnes CO₂,3.3 cubic meters,N/A,N/A,80.0 percent
TE Connectivity,2021,N/A,N/A,35.0 MWh,N/A,80.0 percent
TE Connectivity,2022,237892.0 tonnes CO₂,2.79 cubic meters,50.0 MWh,N/A,80.0 percent
RBC,2012,180586.0 tonnes CO₂,N/A,13941.0 MWh,N/A,N/A
TD Bank Group,2018,N/A,N/A,N/A,N/A,N/A
TD Bank Group,2020,136511.0 tonnes CO₂,1128680.0 cubic meters,454467.0 MWh,N/A,45.0 percent
TD Bank Group,2021,117883.0 tonnes CO₂,1142296.0 cubic meters,407005.0 MWh,N/A,48.0 percent
TD Bank Group,2022,120101.0 tonnes CO₂,1155766.0 cubic meters,N/A,N/A,55.0 percent
DHL Supply Chain UK,N/A,N/A,N/A,N/A,N/A,N/A
H&M GROUP,2018,N/A,4700000.0 cubic meters,N/A,N/A,N/A
Biogen,2015,N/A,450546.0 cubic meters,100.0 MWh,N/A,61.0 percent
Applied Materials,2018,9.0 tonnes CO₂,6.0 cubic meters,31.0 MWh,N/A,81.0 percent
Tapestry,2022,452351.0 tonnes CO₂,N/A,67.0 MWh,75.0 percent,73.0 percent
Tapestry,2024,6607.0 tonnes CO₂,N/A,96.0 MWh,N/A,85.0 percent
Target,2023,1671180.0 tonnes CO₂,11229.0 cubic meters,60.0 MWh,15.0 percent,83.0 percent
Target,2015,2872506.0 tonnes CO₂,N/A,N/A,N/A,5.03 percent
Target,2024,1590537.0 tonnes CO₂,N/A,66.0 MWh,N/A,N/A
Target,2021,64789000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Target,2019,81000000.0 tonnes CO₂,11.11 cubic meters,229.0 MWh,N/A,N/A
Target,2013,3161137.0 tonnes CO₂,N/A,N/A,N/A,N/A
Target,2016,730846.0 tonnes CO₂,N/A,N/A,N/A,72.3 percent
Owens Corning,2019,N/A,11148304.0 cubic meters,N/A,N/A,4.0 percent
Technip Energies,2023,1612345.0 tonnes CO₂,N/A,N/A,N/A,91.0 percent
Technip,N/A,11784.0 tonnes CO₂,N/A,122.0 MWh,N/A,N/A
Teleflex,2022,N/A,N/A,N/A,N/A,N/A
Teleflex,2023,N/A,N/A,7.5 GWh,N/A,N/A
Deutsche Telekom,2023,217.0 kilotonnes,N/A,100.0 MWh,N/A,100.0 percent
BBVA,2017,2.2 tonnes CO₂,23.0 cubic meters,27.0 MWh,100.0 percent,41.0 percent
Telefónica,2022,N/A,N/A,N/A,N/A,N/A
Telefónica,2024,N/A,N/A,84.0 MWh,N/A,N/A
TELEPERFORMANCE ITALIA,N/A,N/A,869.1 cubic meters,N/A,N/A,N/A
Tesco,2014,6370000.0 tonnes CO₂,N/A,N/A,N/A,N/A
Tesco PLC,N/A,N/A,N/A,100.0 MWh,N/A,N/A
Vitesco Technologies,2023,10248000.0 tonnes CO₂,1170000.0 cubic meters,N/A,N/A,95.2 percent
Tesco,2015,5625941.0 tonnes CO₂,N/A,N/A,N/A,N/A
TI (Texas Instruments),2022,2170000.0 tonnes CO₂,N/A,N/A,N/A,90.0 percent
Texas Instruments,2020,938506.0 tonnes CO₂,2825.0 cubic meters,N/A,N/A,89.9 percent
Textron,2019,N/A,N/A,55.0 MWh,N/A,N/A
Textron,2020,511241.0 tonnes CO₂,3582391.65 cubic meters,N/A,N/A,53.0 percent
TEXTRON,2021,N/A,N/A,188000.0 MWh,N/A,N/A
Kautex,2022,439361.0 tonnes CO₂,N/A,44.0 MWh,N/A,N/A
[company name not provided in text],N/A,297000.0 tonnes CO₂,1584000.0 cubic meters,N/A,N/A,24.8 percent
BNY Mellon,2013,240178.0 tonnes CO₂,N/A,N/A,N/A,69.0 percent
BNY Mellon,2015,34600.0 tonnes CO₂,1.71 cubic meters,368800.0 MWh,N/A,69.0 percent
BNY Mellon,2016,32000.0 tonnes CO₂,1556500.98 cubic meters,324000.0 MWh,N/A,75.0 percent
BNY Mellon,N/A,26104.0 tonnes CO₂,N/A,301891.0 MWh,N/A,63.0 percent
BNY Mellon,2023,28261.0 tonnes CO₂,41.0 cubic meters,241377.0 MWh,N/A,81.0 percent
The Hershey Company,2014,15620000.0 tonnes CO₂,N/A,N/A,80.0 percent,88.9 percent
The Hershey Company,2015,N/A,4.8 cubic meters,N/A,N/A,88.0 percent
The Hershey Company,2016,301301.0 tonnes CO₂,4.87 cubic meters,N/A,80.0 percent,85.0 percent
The Hershey Company,2017,17938.0 tonnes CO₂,N/A,N/A,N/A,85.0 percent
The Hershey Company,2018,1.0 tonnes CO₂,N/A,N/A,N/A,87.0 percent
The Hershey Company,2019,N/A,2.65 cubic meters,N/A,N/A,86.0 percent
The Hershey Company,2020,5762402.0 tonnes CO₂,0.87 cubic meters,N/A,N/A,77.0 percent
The Hershey Company,2021,3.75 tonnes CO₂,N/A,N/A,N/A,N/A
The Hershey Company,2022,N/A,N/A,77.0 MWh,N/A,N/A
The Hershey Company,N/A,7503635.0 tonnes CO₂,N/A,N/A,N/A,N/A
ExxonMobil,2018,N/A,N/A,500.0 MWh,N/A,90.0 percent
Mosaic,2021,4530000.0 tonnes CO₂,287554000.0 cubic meters,30.0 MWh,N/A,N/A
Mosaic Company,2022,4390000.0 tonnes CO₂,317921000.0 cubic meters,N/A,N/A,N/A
The Mosaic Company,2023,4660000.0 tonnes CO₂,298702.0 cubic meters,N/A,N/A,N/A
Mosaic,2017,N/A,321721.0 cubic meters,N/A,N/A,N/A
Travelers,2019,51716.0 tonnes CO₂,N/A,N/A,N/A,N/A
Travelers,2020,35408.0 tonnes CO₂,N/A,21.0 MWh,N/A,N/A
Travelers,2021,33477.0 tonnes CO₂,N/A,22.0 MWh,N/A,N/A
Travelers,2022,38150.0 tonnes CO₂,N/A,23.0 MWh,N/A,N/A
Disney,2022,4890.0 tonnes CO₂,N/A,N/A,N/A,N/A
Thermo Fisher,2018,369.0 tonnes CO₂,N/A,1.1 MWh,N/A,39.0 percent
Thermo Fisher,2020,512360.0 tonnes CO₂,N/A,100.0 MWh,N/A,90.0 percent
Thermo Fisher,2021,0.0 tonnes CO₂,N/A,15.0 MWh,N/A,N/A
Tiffany & Co.,2019,39757.0 tonnes CO,N/A,77371.0 MWh,N/A,N/A
Tiffany & Co.,2021,36465.0 tonnes CO,N/A,89.0 MWh,N/A,N/A
Enel,2013,104000000.0 tonnes CO₂,189600000.0 cubic meters,46.7 MWh,N/A,N/A
Intel,N/A,2.0 tonnes CO₂,54131363.0 cubic meters,N/A,N/A,89.0 percent
TOTAL,2017,N/A,N/A,500.0 MWh,N/A,N/A
TOTAL,2018,N/A,116000000.0 cubic meters,N/A,N/A,N/A
TOTAL,2019,46.0 tonnes CO₂,115000000.0 cubic meters,N/A,N/A,100.0 percent
TOTAL,2020,35.8 tonnes CO₂,105000000.0 cubic meters,7.0 MWh,N/A,N/A
TotalEnergies,2021,37.0 tonnes CO₂,101.0 cubic meters,6.8 TWh,N/A,61.0 percent
TotalEnergies,2022,38.0 tonnes CO₂,75000000.0 cubic meters,10.0 MWh,N/A,61.0 percent
TotalEnergies,2023,130.0 tonnes CO₂,107.0 cubic meters,1.0 TWh,N/A,61.0 percent
Tractor Supply,2014,769.0 tonnes CO₂,N/A,N/A,N/A,370.97 cubic meters
Tractor Supply Company,2020,249031.0 tonnes CO₂,N/A,1.1 MWh,N/A,N/A
TransDigm,2022,2022.0 tonnes CO₂,N/A,N/A,N/A,N/A
Choice Hotels,2022,17321.0 tonnes CO₂,N/A,N/A,N/A,N/A
FOX,2022,66692.0 tonnes CO₂,0.01 cubic meters,611.0 tonnes CO₂,N/A,26.0 percent
Fox Corporation,2023,66038000.0 tonnes CO₂,44675.0 cubic meters,1720.0 MWh,N/A,N/A
WEC Energy Group,2019,N/A,10000000.0 cubic meters,1000.0 MWh,N/A,N/A
Tyson Foods,2012,5200000.0 tonnes CO₂,0.0 cubic meters,N/A,N/A,N/A
Tyson Foods,2016,5771988.0 tonnes CO₂,N/A,828383.0 MWh,N/A,N/A
House of Raeford Farms,N/A,1.0 kg,0.25 cubic meters,N/A,N/A,N/A
U.S. Bancorp,2021,41335.0 tonnes CO₂,N/A,N/A,N/A,N/A
U.S. Bancorp,2022,60.0 tonnes CO₂,N/A,N/A,N/A,N/A
UDR,2018,N/A,N/A,3.0 MWh,N/A,48.0 tonnes CO₂
UDR,2019,N/A,N/A,3.0 MWh,N/A,48.0 tonnes CO₂
UDR,2020,50293.0 tonnes CO₂,2205181.0 cubic meters,12000000.0 MWh,N/A,14.0 percent
UDR,2021,14564.0 tonnes CO₂,2261840.0 cubic meters,12.0 MWh,N/A,13.0 percent
UDR,2022,N/A,2416754.0 cubic meters,31971000.0 MWh,N/A,19.0 percent
Ulta Beauty,2022,4.0 tonnes CO₂,N/A,34.0 MWh,N/A,21477.0 tonnes CO₂
Ulta Beauty,2021,N/A,N/A,N/A,N/A,48.0 percent
Ulta Beauty,2023,2091279.0 tonnes CO₂,N/A,66.0 MWh,N/A,N/A
MARTA,2018,195814.0 tonnes CO₂,109642.78 cubic meters,N/A,N/A,8.2 percent
Abbott,2020,N/A,N/A,N/A,N/A,90.0 percent
Unicaja Banco,2022,1256.34 tonnes CO₂,N/A,103289.0 MWh,N/A,N/A
N/A,2023,N/A,N/A,N/A,N/A,N/A
Unilever,2014,16000.0 tonnes CO₂,N/A,N/A,N/A,N/A
PT UNILEVER INDONESIA Tbk,N/A,N/A,1.19 cubic meters,N/A,N/A,100.0 percent
Unilever,2020,717399.0 tonnes CO₂,27100000.0 cubic meters,N/A,N/A,96.0 percent
Unilever Nigeria,2022,1257746.67 kg,N/A,N/A,N/A,N/A
Unilever,2023,4401499.13 kg,95395.65 cubic meters,N/A,N/A,N/A
PT Unilever Indonesia Tbk,2017,130531.0 tonnes CO₂,1130674.0 cubic meters,N/A,N/A,33017030.0 kg
Unilever Nigeria,2021,N/A,184995.0 cubic meters,N/A,N/A,N/A
UNION PACIFIC,2022,N/A,N/A,N/A,N/A,93.0 percent
Union Pacific,2023,9157000.0 tonnes CO₂,N/A,6.1 MWh,N/A,90.0 percent
Union Pacific,2023,N/A,303.0 cubic meters,N/A,N/A,306.0 percent
CVS Health,2014,1737000.0 tonnes CO₂,6200.0 cubic meters,N/A,N/A,45.0 percent
CVS Health,2020,6000.0 tonnes CO₂,5612.0 cubic meters,N/A,N/A,N/A
N/A,2019,N/A,740000000.0 cubic meters,N/A,N/A,N/A
THE UNITE GROUP PLC,2023,43582.0 tonnes CO₂,2746922.0 cubic meters,99.9 MWh,N/A,N/A
Think Blue. Challenge.,2013,7000.0 tonnes CO₂,3800000.0 cubic meters,290000.0 MWh,N/A,60.0 percent
Continental AG,2015,2935.0 tonnes CO₂,16700000.0 cubic meters,16845.0 MWh,3.0 percent,82.9 percent
American Airlines,2017,34451.0 tonnes CO₂,1.63 cubic meters,23858.0 MWh,N/A,N/A
Thermo Fisher,2022,13200000.0 tonnes CO₂,7100000.0 cubic meters,446304.0 MWh,N/A,50.0 percent
American Airlines,2023,N/A,1.84 cubic meters,N/A,N/A,N/A
